InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
INV501260,SC39975,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,2023-01-16 21:44:19.491898,0.53,C1422,United Kingdom,4.24
INV501261,SC55648,METAL SIGN TAKE IT OR LEAVE IT,3,2022-10-22 17:17:52.294458,1.74,C1483,France,5.22
INV501262,SC58285,JUMBO BAG RED RETROSPOT,17,2023-02-16 09:13:04.236847,1.58,C1388,United Kingdom,26.86
INV501263,SC29063,DOORMAT NEW ENGLAND,2,2022-11-29 15:16:18.675735,6.58,C1184,USA,13.16
INV501264,SC77642,PACK OF 72 RETROSPOT CAKE CASES,15,2022-08-17 22:50:34.686937,2.76,C1111,United Kingdom,41.4
INV501265,SC96143,STRAWBERRY LUNCH BOX WITH CUTLERY,14,2022-10-15 13:48:09.937987,1.86,C1398,United Kingdom,26.040000000000003
INV501266,SC47599,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2023-08-05 06:36:04.752950,1.43,C1346,France,25.74
INV501267,SC61920,JUMBO STORAGE BAG SUKI,16,2022-11-24 05:46:31.998399,3.18,C1271,United Kingdom,50.88
INV501268,SC38529,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2022-12-23 02:45:20.704140,0.99,C1312,Belgium,3.96
INV501269,SC45954,STRAWBERRY CERAMIC TRINKET BOX,6,2022-04-14 23:25:43.268653,1.35,C1483,United Kingdom,8.100000000000001
INV501270,SC37856,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2023-06-01 23:08:43.544708,1.54,C1101,USA,9.24
INV501271,SC12573,PAPER CHAIN KIT VINTAGE CHRISTMAS,11,2022-02-02 08:58:40.064012,3.31,C1209,Germany,36.410000000000004
INV501272,SC88344,ROUND SNACK BOXES SET OF 4 WOODLAND,17,2022-05-06 20:24:49.257851,1.9,C1226,Switzerland,32.3
INV501273,SC45367,RED RETROSPOT MINI CASES,3,2023-11-06 11:02:14.666933,2.61,C1280,United Kingdom,7.83
INV501274,SC70774,CAT BOWL PINK,13,2022-07-27 19:21:26.897379,3.65,C1021,United Kingdom,47.449999999999996
INV501275,SC33752,BLUE POLKADOT MADELEINE GIFT BAG,3,2022-12-02 23:46:10.394078,9.89,C1247,Netherlands,29.67
INV501276,SC65029,SMALL HEART FLOWERS HOOK,16,2022-04-06 05:26:04.872974,4.84,C1158,France,77.44
INV501277,SC27685,REGENCY CAKESTAND 3 TIER,15,2022-06-19 00:23:02.676535,2.06,C1378,United Kingdom,30.900000000000002
INV501278,SC61693,NATURAL SLATE HEART CHALKBOARD,11,2022-09-26 14:48:56.747349,4.64,C1228,United Kingdom,51.04
INV501279,SC65961,PACK OF 72 RETROSPOT CAKE CASES,18,2022-03-06 14:27:20.488097,9.47,C1417,United Kingdom,170.46
INV501280,SC86908,ZINC WILLIE WINKIE  CANDLE STICK,15,2022-12-26 11:15:12.422484,2.58,C1342,Germany,38.7
INV501281,SC84532,PLASTERS IN TIN SKULL,5,2023-11-12 21:01:58.823764,2.09,C1399,United Kingdom,10.45
INV501282,SC91994,PLASTERS IN TIN VINTAGE PAISLEY,16,2023-10-09 21:33:22.720544,0.74,C1453,United Kingdom,11.84
INV501283,SC66133,WHITE HANGING HEART T-LIGHT HOLDER,16,2023-02-21 15:12:51.274254,7.19,C1186,United Kingdom,115.04
INV501284,SC71268,FANCY FONT HOME SWEET HOME DOORMAT,17,2022-07-06 15:52:19.107821,1.35,C1142,United Kingdom,22.950000000000003
INV501285,SC48243,CERAMIC STAR XMAS DECORATION,9,2023-03-20 04:11:45.741148,0.7,C1337,United Kingdom,6.3
INV501286,SC67384,MEDIUM CERAMIC TOP STORAGE JAR,3,2023-07-08 10:07:13.526705,2.81,C1357,USA,8.43
INV501287,SC41653,RED RETROSPOT MINI CASES,13,2023-06-15 09:08:10.418083,6.11,C1396,United Kingdom,79.43
INV501288,SC36657,METAL SIGN TAKE IT OR LEAVE IT,3,2023-07-03 00:37:26.849369,2.07,C1023,USA,6.209999999999999
INV501289,SC49952,JUMBO STORAGE BAG SUKI,7,2022-01-15 10:29:24.352870,5.08,C1140,United Kingdom,35.56
INV501290,SC32180,MAGIC DRAWING SLATE,6,2022-11-01 04:47:28.889777,5.93,C1448,United Kingdom,35.58
INV501291,SC88411,MAGIC DRAWING SLATE,9,2022-12-03 20:46:08.233646,2.32,C1239,United Kingdom,20.88
INV501292,SC11622,LARGE CHINESE STYLE BOWL,12,2023-09-12 01:04:31.494298,3.18,C1291,Germany,38.160000000000004
INV501293,SC58756,RED RETROSPOT MINI CASES,15,2023-02-04 03:13:34.482896,2.79,C1304,France,41.85
INV501294,SC50809,MAGIC DRAWING SLATE,3,2022-08-23 08:20:21.364272,8.9,C1081,United Kingdom,26.700000000000003
INV501295,SC26725,LARGE LETTER BOX KINGS ROAD,10,2023-03-07 15:12:16.707341,4.38,C1047,United Kingdom,43.8
INV501296,SC71396,COLOURING PENCILS BROWN TUBE,1,2023-08-04 13:06:06.553310,8.28,C1352,USA,8.28
INV501297,SC61226,SMALL HEART FLOWERS HOOK,19,2023-04-11 18:40:49.929986,1.25,C1357,USA,23.75
INV501298,SC91182,CAT BOWL PINK,19,2023-09-25 18:03:57.647529,1.61,C1170,United Kingdom,30.590000000000003
INV501299,SC92565,JUMBO BAG WOODLAND ANIMALS,13,2023-11-14 18:31:54.142828,0.72,C1261,Germany,9.36
INV501300,SC39402,CAT BOWL PINK,12,2023-03-27 21:41:26.657331,2.58,C1464,United Kingdom,30.96
INV501301,SC14263,FELT CHRISTMAS TREE WITH BAUBLES,1,2023-03-08 22:42:13.466693,6.71,C1067,United Kingdom,6.71
INV501302,SC56828,PACK OF 12 LONDON TISSUES,19,2023-01-24 04:44:01.488297,1.69,C1013,United Kingdom,32.11
INV501303,SC57924,GIRLS ALPHABET IRON ON PATCHES,16,2022-05-05 16:24:52.138427,0.91,C1029,United Kingdom,14.56
INV501304,SC84182,STRAWBERRY CERAMIC TRINKET BOX,15,2022-11-09 22:47:07.285457,0.71,C1109,Belgium,10.649999999999999
INV501305,SC69052,MEDIUM CERAMIC TOP STORAGE JAR,16,2023-12-20 05:00:26.645329,2.28,C1211,United Kingdom,36.48
INV501306,SC21664,CERAMIC STAR XMAS DECORATION,11,2022-07-22 02:51:40.940188,1.04,C1263,Germany,11.440000000000001
INV501307,SC45737,PACK OF 12 LONDON TISSUES,6,2022-09-08 05:49:42.116423,1.77,C1437,Portugal,10.620000000000001
INV501308,SC99563,MAGIC DRAWING SLATE,11,2023-08-29 08:05:05.341068,5.64,C1321,United Kingdom,62.04
INV501309,SC39373,PACK OF 6 BIRDY GIFT TAGS,3,2022-09-09 13:19:38.875775,1.95,C1484,United Kingdom,5.85
INV501310,SC46397,CAT BOWL PINK,15,2022-10-12 19:18:16.779355,3.32,C1387,Spain,49.8
INV501311,SC96145,PACK OF 72 RETROSPOT CAKE CASES,1,2022-01-27 19:58:53.746749,2.59,C1201,United Kingdom,2.59
INV501312,SC48709,REGENCY CAKESTAND 3 TIER,7,2022-03-17 23:26:52.402480,4.3,C1083,United Kingdom,30.099999999999998
INV501313,SC71120,VINTAGE UNION JACK MEMOBOARD,1,2022-12-04 00:16:07.873574,1.01,C1443,United Kingdom,1.01
INV501315,SC31172,CERAMIC STAR XMAS DECORATION,9,2022-08-30 18:50:03.000600,3.6,C1052,Portugal,32.4
INV501316,SC21555,RECYCLED ACAPULCO MAT,13,2022-05-27 02:53:59.207841,1.45,C1354,Germany,18.849999999999998
INV501317,SC97410,SMALL HEART FLOWERS HOOK,11,2023-04-16 14:10:38.047609,0.89,C1495,United Kingdom,9.790000000000001
INV501318,SC88617,FELT CHRISTMAS TREE WITH BAUBLES,6,2023-04-03 14:41:10.094018,0.99,C1255,United Kingdom,5.9399999999999995
INV501319,SC63276,RECYCLED ACAPULCO MAT,1,2022-10-09 03:48:25.781156,5.08,C1073,USA,5.08
INV501320,SC67492,GINGERBREAD MAN COOKIE CUTTER,7,2022-02-27 07:27:38.491698,3.16,C1219,United Kingdom,22.12
INV501321,SC63002,PLASTERS IN TIN VINTAGE PAISLEY,12,2022-08-24 19:20:17.763552,1.94,C1142,United Kingdom,23.28
INV501322,SC99599,WHITE HANGING HEART T-LIGHT HOLDER,19,2023-06-15 23:08:08.977795,1.71,C1099,USA,32.49
INV501323,SC82355,SET OF 3 CAKE TINS PANTRY DESIGN,17,2022-04-07 05:56:02.352470,6.31,C1128,USA,107.27
INV501324,SC34762,MEDIUM CERAMIC TOP STORAGE JAR,4,2023-08-31 05:35:00.660132,6.73,C1405,United Kingdom,26.92
INV501325,SC21046,MEDIUM CERAMIC TOP STORAGE JAR,3,2022-02-16 12:28:05.137027,3.11,C1218,United Kingdom,9.33
INV501326,SC38769,FANCY FONT HOME SWEET HOME DOORMAT,1,2022-11-21 07:46:39.199839,2.73,C1476,United Kingdom,2.73
INV501327,SC63302,FANCY FONT HOME SWEET HOME DOORMAT,18,2022-03-27 00:26:30.078015,5.59,C1270,United Kingdom,100.62
INV501328,SC33150,MEDIUM CERAMIC TOP STORAGE JAR,15,2023-06-09 23:38:23.740748,4.65,C1457,France,69.75
INV501329,SC78247,SET 12 COLOUR PENCILS DOLLY GIRL,8,2022-03-26 17:26:30.798159,2.03,C1467,United Kingdom,16.24
INV501330,SC14853,IVORY KNITTED MUG COSY,1,2023-06-23 23:37:49.173834,0.76,C1021,United Kingdom,0.76
INV501331,SC99399,STRAWBERRY CERAMIC TRINKET BOX,14,2022-09-15 16:19:23.752750,4.89,C1177,United Kingdom,68.46
INV501332,SC31792,FANCY FONT HOME SWEET HOME DOORMAT,4,2022-08-15 21:50:39.727945,1.05,C1047,USA,4.2
INV501333,SC69129,METAL SIGN TAKE IT OR LEAVE IT,5,2022-09-20 04:49:12.590518,0.55,C1116,United Kingdom,2.75
INV501334,SC84478,MEDIUM CERAMIC TOP STORAGE JAR,13,2023-09-06 08:34:45.537107,6.06,C1328,United Kingdom,78.78
INV501335,SC77298,HEART OF WICKER SMALL,15,2022-05-26 12:54:00.648129,3.09,C1375,USA,46.349999999999994
INV501336,SC41987,LARGE CHINESE STYLE BOWL,6,2022-04-21 09:25:27.425485,7.17,C1178,United Kingdom,43.019999999999996
INV501337,SC25850,RECYCLED ACAPULCO MAT,1,2022-02-11 02:58:18.459691,2.49,C1479,United Kingdom,2.49
INV501338,SC22112,BLUE POLKADOT MADELEINE GIFT BAG,19,2023-12-15 23:30:37.087417,8.33,C1272,United Kingdom,158.27
INV501339,SC34058,MEDIUM CERAMIC TOP STORAGE JAR,13,2022-01-19 22:59:13.190638,1.81,C1361,United Kingdom,23.53
INV501340,SC55420,BAG 250g SWIRLY MARBLES,6,2022-07-08 13:22:14.426885,4.37,C1338,United Kingdom,26.22
INV501341,SC48890,PACK OF 72 RETROSPOT CAKE CASES,15,2022-01-09 17:59:38.395679,1.57,C1359,United Kingdom,23.55
INV501342,SC76017,ZINC WILLIE WINKIE  CANDLE STICK,16,2022-11-19 10:16:43.880776,0.5,C1346,United Kingdom,8.0
INV501343,SC57304,METAL SIGN TAKE IT OR LEAVE IT,16,2022-08-14 17:50:42.608521,1.93,C1178,United Kingdom,30.88
INV501344,SC42921,PLASTERS IN TIN SKULL,10,2023-09-29 20:03:47.565513,4.52,C1420,United Kingdom,45.199999999999996
INV501345,SC11524,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2022-09-17 17:19:18.711742,0.99,C1481,United Kingdom,8.91
INV501346,SC25048,FELT CHRISTMAS TREE WITH BAUBLES,9,2022-01-06 09:29:46.677335,2.61,C1494,United Kingdom,23.49
INV501347,SC45111,NOTEBOOK A7 IVORY,17,2023-06-14 12:08:12.578515,1.22,C1048,United Kingdom,20.74
INV501348,SC47904,ALARM CLOCK BAKELIKE PINK,17,2023-01-24 11:44:00.768153,0.73,C1314,USA,12.41
INV501349,SC64912,STRAWBERRY LUNCH BOX WITH CUTLERY,17,2022-03-10 23:27:09.685937,3.38,C1393,United Kingdom,57.46
INV501350,SC44008,PACK OF 6 BIRDY GIFT TAGS,12,2022-01-09 10:59:39.115823,9.61,C1254,United Kingdom,115.32
INV501351,SC10060,CHILDRENS CUTLERY DOLLY GIRL,13,2023-01-20 09:44:10.850170,1.62,C1029,France,21.060000000000002
INV501352,SC84666,BAG 250g SWIRLY MARBLES,12,2023-01-17 04:44:18.771754,3.11,C1084,United Kingdom,37.32
INV501353,SC93559,SET OF 3 CAKE TINS PANTRY DESIGN,14,2023-01-17 04:44:18.771754,9.71,C1276,Netherlands,135.94
INV501354,SC65337,BAG 250g SWIRLY MARBLES,10,2023-12-31 00:00:00.000000,3.65,C1033,Netherlands,36.5
INV501355,SC23350,HAND WARMER UNION JACK,19,2023-10-16 00:33:07.597519,3.85,C1328,France,73.15
INV501356,SC34354,PACK OF 72 RETROSPOT CAKE CASES,2,2022-07-25 18:21:31.938387,1.09,C1097,Netherlands,2.18
INV501357,SC55186,CHRISTMAS GINGHAM STAR,4,2022-01-13 05:59:29.753950,2.54,C1433,United Kingdom,10.16
INV501358,SC38145,RECYCLED ACAPULCO MAT,19,2022-08-12 13:20:48.009601,1.87,C1075,Netherlands,35.53
INV501359,SC44020,SMALL HEART FLOWERS HOOK,7,2023-07-08 17:07:12.806561,2.41,C1174,United Kingdom,16.87
INV501360,SC96123,FELT CHRISTMAS TREE WITH BAUBLES,15,2023-01-25 22:43:57.167433,5.34,C1340,United Kingdom,80.1
INV501361,SC85186,PACK OF 6 BIRDY GIFT TAGS,15,2023-02-23 23:12:45.513102,2.35,C1248,USA,35.25
INV501362,SC95469,PACK OF 72 RETROSPOT CAKE CASES,6,2023-03-31 23:41:16.575315,0.69,C1339,United Kingdom,4.14
INV501363,SC30581,STRAWBERRY CERAMIC TRINKET BOX,3,2022-06-08 22:53:27.521504,7.58,C1133,USA,22.740000000000002
INV501364,SC98929,LARGE LETTER BOX KINGS ROAD,6,2023-02-18 06:42:59.555911,2.86,C1177,United Kingdom,17.16
INV501365,SC33051,MEDIUM CERAMIC TOP STORAGE JAR,16,2023-09-08 23:34:39.055811,8.25,C1364,United Kingdom,132.0
INV501366,SC61474,CHILDRENS CUTLERY DOLLY GIRL,2,2022-10-30 17:47:32.490498,3.05,C1227,United Kingdom,6.1
INV501367,SC79626,COLOURING PENCILS BROWN TUBE,7,2023-04-11 04:40:51.370274,0.72,C1062,Germany,5.04
INV501368,SC16960,MAGIC DRAWING SLATE,11,2023-11-30 02:01:16.335267,2.91,C1267,United Kingdom,32.010000000000005
INV501369,SC45772,BROCADE RING PURSE,7,2023-09-09 13:34:37.615523,3.07,C1424,United Kingdom,21.49
INV501370,SC31520,MAGIC DRAWING SLATE,4,2022-06-26 03:52:45.033006,1.22,C1414,United Kingdom,4.88
INV501371,SC59481,PLASTERS IN TIN VINTAGE PAISLEY,7,2023-06-06 15:08:32.022404,2.41,C1257,Netherlands,16.87
INV501372,SC46408,JUMBO BAG RED RETROSPOT,4,2023-11-23 09:01:32.898579,2.35,C1143,United Kingdom,9.4
INV501373,SC67134,GINGERBREAD MAN COOKIE CUTTER,12,2023-01-12 09:14:30.654130,3.43,C1384,Switzerland,41.160000000000004
INV501374,SC30491,STRAWBERRY LUNCH BOX WITH CUTLERY,5,2023-07-07 06:07:16.407281,1.4,C1387,United Kingdom,7.0
INV501375,SC11341,PLASTERS IN TIN VINTAGE PAISLEY,19,2022-03-17 02:26:54.562912,3.12,C1302,United Kingdom,59.28
INV501376,SC54623,SET OF 3 CAKE TINS PANTRY DESIGN,5,2022-11-19 13:46:43.520704,1.33,C1499,United Kingdom,6.65
INV501377,SC10338,ROUND SNACK BOXES SET OF 4 WOODLAND,19,2023-03-10 16:42:09.145829,2.27,C1448,USA,43.13
,SC81431,GIRLS ALPHABET IRON ON PATCHES,3,2022-05-16 21:54:24.412882,0.89,C1051,United Kingdom,2.67
INV501379,SC22254,SET OF 3 CAKE TINS PANTRY DESIGN,11,2022-08-31 12:20:01.200240,0.61,C1302,United Kingdom,6.71
INV501380,SC61860,PACK OF 72 RETROSPOT CAKE CASES,7,2022-03-23 01:56:39.799959,1.66,C1098,Netherlands,11.62
INV501381,SC21344,ROUND SNACK BOXES SET OF 4 WOODLAND,17,2022-09-01 16:19:58.319663,1.46,C1460,United Kingdom,24.82
INV501382,SC11750,NATURAL SLATE HEART CHALKBOARD,9,2022-05-25 15:54:02.808561,2.07,C1305,France,18.63
INV501383,SC64756,JUMBO BAG RED RETROSPOT,9,2022-08-26 09:50:13.802760,10.31,C1044,United Kingdom,92.79
INV501384,SC77957,FELT CHRISTMAS TREE WITH BAUBLES,10,2022-09-04 14:19:51.118223,2.72,C1041,United Kingdom,27.200000000000003
INV501385,SC68053,ASSORTED COLOUR BIRD ORNAMENT,13,2023-12-09 13:30:52.930586,2.92,C1478,United Kingdom,37.96
INV501386,SC80855,CAT BOWL PINK,15,2022-06-10 23:53:22.480496,9.02,C1467,United Kingdom,135.29999999999998
INV501387,SC25896,LARGE CHINESE STYLE BOWL,5,2022-07-05 04:52:22.708541,8.12,C1439,Netherlands,40.599999999999994
INV501388,SC65761,PLASTERS IN TIN SKULL,3,2023-02-28 04:42:35.071014,6.97,C1326,Netherlands,20.91
INV501389,SC72552,RED RETROSPOT MINI CASES,8,2023-11-23 19:31:31.818363,0.81,C1056,United Kingdom,6.48
INV501390,SC87454,METAL SIGN TAKE IT OR LEAVE IT,10,2022-07-25 11:21:32.658531,3.52,C1487,USA,35.2
INV501391,SC37935,LARGE LETTER BOX KINGS ROAD,13,2023-06-16 16:38:07.177435,5.45,C1032,United Kingdom,70.85000000000001
INV501392,SC47641,PLASTERS IN TIN SKULL,3,2022-07-13 22:52:01.104220,5.92,C1411,United Kingdom,17.759999999999998
INV501393,SC39711,PACK OF 72 RETROSPOT CAKE CASES,8,2023-11-20 18:01:39.379875,3.09,C1113,Germany,24.72
INV501394,SC80342,CAT BOWL PINK,9,2022-10-27 12:47:40.412082,0.55,C1299,Germany,4.95
INV501395,SC22182,WHITE HANGING HEART T-LIGHT HOLDER,12,2022-05-19 23:24:16.851370,11.42,C1113,United Kingdom,137.04
INV501396,SC97833,DOORSTOP UNION JACK,11,2022-09-26 14:48:56.747349,2.42,C1055,Germany,26.619999999999997
INV501397,SC66276,GINGERBREAD MAN COOKIE CUTTER,2,2023-02-13 14:43:11.078215,2.0,C1043,United Kingdom,4.0
INV501398,SC29541,PACK OF 72 RETROSPOT CAKE CASES,18,2022-01-02 07:29:56.759351,2.01,C1211,Netherlands,36.17999999999999
INV501399,SC92310,LARGE LETTER BOX KINGS ROAD,9,2023-01-16 11:14:20.572114,2.16,C1351,Spain,19.44
INV501400,SC54813,FANCY FONT HOME SWEET HOME DOORMAT,2,2022-01-18 15:29:16.431286,1.33,C1328,Germany,2.66
INV501401,SC47198,JUMBO BAG WOODLAND ANIMALS,2,2023-11-29 08:31:18.135627,1.69,C1033,United Kingdom,3.38
INV501402,SC18820,GINGERBREAD MAN COOKIE CUTTER,3,2023-01-09 07:44:38.215643,13.17,C1269,Germany,39.51
INV501403,SC34070,PACK OF 12 LONDON TISSUES,16,2023-03-19 21:11:46.461292,1.88,C1195,Netherlands,30.08
INV501404,SC79768,JUMBO BAG WOODLAND ANIMALS,19,2022-03-06 03:57:21.568313,2.74,C1412,United Kingdom,52.06
INV501405,SC21122,STAINLESS STEEL KITCHEN COLANDER,4,2023-02-05 21:13:30.162032,6.16,C1124,United Kingdom,24.64
INV501406,SC90559,RED RETROSPOT MINI CASES,18,2022-03-28 00:56:27.557511,2.75,C1078,USA,49.5
INV501407,SC83543,MEDIUM CERAMIC TOP STORAGE JAR,18,2022-07-19 11:51:47.421484,1.68,C1254,United Kingdom,30.24
INV501408,SC93441,RED RETROSPOT MINI CASES,10,2022-10-18 01:18:03.816763,2.73,C1144,United Kingdom,27.3
INV501409,SC51786,GINGERBREAD MAN COOKIE CUTTER,11,2022-07-18 11:21:49.941988,0.86,C1082,United Kingdom,9.459999999999999
INV501410,SC16737,PACK OF 12 LONDON TISSUES,17,2023-07-05 05:07:21.448289,0.92,C1229,Germany,15.64
INV501411,SC46062,HAND WARMER UNION JACK,16,2022-10-28 23:47:36.811362,4.05,C1136,USA,64.8
INV501412,SC64237,WHITE HANGING HEART T-LIGHT HOLDER,13,2022-12-19 04:15:30.426085,7.98,C1026,Germany,103.74000000000001
INV501413,SC61571,NOTEBOOK A7 IVORY,2,2023-03-07 08:12:17.427485,4.38,C1176,United Kingdom,8.76
INV501414,SC35510,RED RETROSPOT MINI CASES,2,2023-02-08 15:43:23.320664,0.73,C1206,Germany,1.46
INV501415,SC29426,LARGE CHINESE STYLE BOWL,14,2023-05-14 03:39:29.993998,2.05,C1420,Germany,28.699999999999996
INV501416,SC47265,JUMBO BAG WOODLAND ANIMALS,4,2022-08-18 19:50:32.526505,0.51,C1411,Germany,2.04
INV501417,SC27850,PACK OF 12 LONDON TISSUES,17,2022-01-17 14:59:18.951790,2.65,C1305,United Kingdom,45.05
INV501418,SC76150,ZINC WILLIE WINKIE  CANDLE STICK,13,2022-07-19 11:51:47.421484,1.14,C1310,Germany,14.819999999999999
INV501419,SC97312,FELT CHRISTMAS TREE WITH BAUBLES,4,2022-01-21 02:59:10.310062,6.58,C1387,United Kingdom,26.32
INV501420,SC99613,METAL SIGN TAKE IT OR LEAVE IT,3,2023-12-19 22:00:27.365473,0.83,C1212,United Kingdom,2.4899999999999998
INV501421,SC84910,JUMBO BAG WOODLAND ANIMALS,12,2023-12-22 13:00:20.884176,0.5,C1353,United Kingdom,6.0
INV501422,SC62375,GINGERBREAD MAN COOKIE CUTTER,8,2023-05-07 21:09:45.477095,2.3,C1402,USA,18.4
INV501423,SC45435,PACK OF 72 RETROSPOT CAKE CASES,2,2022-07-11 18:22:06.505301,1.01,C1036,United Kingdom,2.02
INV501424,SC67132,SET OF 3 CAKE TINS PANTRY DESIGN,6,2022-01-11 15:29:33.714742,4.52,C1387,USA,27.119999999999997
INV501425,SC88945,RECYCLED ACAPULCO MAT,10,2023-07-15 20:36:55.163032,8.07,C1292,United Kingdom,80.7
INV501426,SC92050,SET OF 3 CAKE TINS PANTRY DESIGN,12,2022-03-12 10:27:06.085217,0.63,C1178,Netherlands,7.5600000000000005
INV501427,SC12983,SET 12 COLOUR PENCILS DOLLY GIRL,10,2023-08-23 12:05:19.743948,2.01,C1159,United Kingdom,20.099999999999998
INV501428,SC30662,PLASTERS IN TIN VINTAGE PAISLEY,10,2022-08-14 21:20:42.248449,17.75,C1428,United Kingdom,177.5
INV501429,SC33510,PACK OF 6 BIRDY GIFT TAGS,3,2022-07-18 04:21:50.662132,4.46,C1367,Germany,13.379999999999999
INV501430,SC88187,FANCY FONT HOME SWEET HOME DOORMAT,10,2022-10-04 11:48:37.303460,9.68,C1011,Germany,96.8
INV501431,SC50998,BLUE POLKADOT MADELEINE GIFT BAG,9,2023-09-08 23:34:39.055811,1.04,C1168,Spain,9.36
INV501432,SC66846,CHRISTMAS GINGHAM STAR,19,2022-03-16 08:56:56.363272,1.25,C1311,Germany,23.75
INV501433,SC16640,NOTEBOOK A7 IVORY,14,2022-03-03 12:57:28.049609,1.0,C1079,Germany,14.0
INV501434,SC54547,DOORMAT NEW ENGLAND,2,2022-12-21 15:45:24.304860,1.58,C1013,USA,3.16
INV501435,SC64620,IVORY KNITTED MUG COSY,5,2022-10-05 22:48:33.702740,4.37,C1053,United Kingdom,21.85
INV501436,SC25317,METAL SIGN TAKE IT OR LEAVE IT,8,2023-09-24 00:04:01.968393,1.04,C1446,United Kingdom,8.32
INV501437,SC17564,PLASTERS IN TIN SKULL,7,2022-05-20 16:54:15.051010,2.73,C1253,United Kingdom,19.11
,SC37345,HAND WARMER UNION JACK,6,2022-05-01 03:55:03.300660,1.44,C1064,United Kingdom,8.64
INV501439,SC89273,CHRISTMAS GINGHAM STAR,11,2022-01-10 07:59:36.955391,5.8,C1371,France,63.8
,SC84859,HEART OF WICKER SMALL,12,2023-12-20 15:30:25.565113,0.52,C1057,United Kingdom,6.24
INV501441,SC90765,PARTY BUNTING,18,2023-11-18 20:31:44.060812,1.26,C1095,United Kingdom,22.68
INV501442,SC84038,FELT CHRISTMAS TREE WITH BAUBLES,19,2023-05-04 05:39:54.478895,3.29,C1020,United Kingdom,62.51
INV501443,SC62393,HAND WARMER UNION JACK,10,2022-04-27 15:55:11.942388,0.81,C1259,Germany,8.100000000000001
INV501444,SC76081,PACK OF 72 RETROSPOT CAKE CASES,14,2022-02-10 09:28:20.260052,2.38,C1072,United Kingdom,33.32
INV501445,SC39430,HAND WARMER UNION JACK,3,2022-09-08 09:19:41.756351,2.22,C1247,United Kingdom,6.66
INV501446,SC85532,SMALL HEART FLOWERS HOOK,18,2022-12-18 21:15:31.146229,6.24,C1126,Germany,112.32000000000001
INV501447,SC37788,PARTY BUNTING,15,2022-06-30 12:52:34.230846,3.45,C1498,Netherlands,51.75
INV501448,SC58543,BROCADE RING PURSE,6,2023-10-22 14:02:51.394278,3.56,C1045,United Kingdom,21.36
INV501449,SC23919,PACK OF 12 LONDON TISSUES,10,2022-08-05 16:51:04.932986,9.6,C1469,Germany,96.0
INV501450,SC79346,HEART OF WICKER SMALL,12,2023-11-14 15:01:54.502900,12.61,C1267,United Kingdom,151.32
INV501451,SC49974,CAT BOWL PINK,7,2023-04-26 22:40:12.482496,3.68,C1127,USA,25.76
INV501452,SC26371,LUNCH BAG RED RETROSPOT,17,2023-10-14 20:33:10.478095,2.71,C1029,United Kingdom,46.07
INV501453,SC55084,LUNCH BAG RED RETROSPOT,1,2023-03-13 18:12:01.584316,3.31,C1093,USA,3.31
INV501454,SC39629,CHILDRENS CUTLERY DOLLY GIRL,18,2022-01-14 09:59:26.873374,1.95,C1223,USA,35.1
INV501455,SC61184,HEART OF WICKER SMALL,15,2023-05-30 22:08:48.585717,13.64,C1315,Spain,204.60000000000002
INV501456,SC71916,METAL SIGN TAKE IT OR LEAVE IT,19,2022-09-26 07:48:57.467493,4.16,C1099,United Kingdom,79.04
INV501457,SC83972,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2023-05-30 08:08:50.026005,1.53,C1070,United Kingdom,1.53
INV501458,SC72187,JUMBO BAG RED RETROSPOT,5,2022-08-25 09:20:16.323264,0.68,C1080,United Kingdom,3.4000000000000004
INV501459,SC22984,STAINLESS STEEL KITCHEN COLANDER,15,2022-08-16 15:20:37.927585,0.64,C1448,Australia,9.6
INV501460,SC43039,STRAWBERRY CERAMIC TRINKET BOX,3,2022-07-26 11:51:30.138027,1.19,C1397,Spain,3.57
INV501461,SC95431,PARTY BUNTING,1,2023-03-09 05:42:12.746549,1.3,C1366,USA,1.3
INV501462,SC93691,NOTEBOOK A7 IVORY,8,2023-09-04 00:34:51.298259,2.11,C1299,Germany,16.88
INV501463,SC68606,PACK OF 72 RETROSPOT CAKE CASES,12,2022-06-14 18:53:13.118623,1.23,C1107,United Kingdom,14.76
INV501464,SC20616,DOORMAT NEW ENGLAND,19,2022-07-26 01:21:31.218243,3.49,C1101,United Kingdom,66.31
INV501465,SC60072,CHRISTMAS GINGHAM STAR,12,2023-06-09 13:08:24.820964,1.21,C1409,United Kingdom,14.52
INV501467,SC13430,VINTAGE UNION JACK MEMOBOARD,1,2022-11-05 20:47:17.367473,2.41,C1364,Germany,2.41
INV501468,SC22676,ASSORTED COLOUR BIRD ORNAMENT,19,2022-04-07 16:26:01.272254,7.09,C1015,USA,134.71
INV501469,SC20816,PACK OF 6 BIRDY GIFT TAGS,6,2023-01-20 02:44:11.570314,2.4,C1109,Germany,14.399999999999999
INV501470,SC42733,REGENCY CAKESTAND 3 TIER,8,2023-02-09 12:43:21.160232,2.1,C1262,Switzerland,16.8
